adj_form_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
crowded,163,125,2,5,6,6,2,0,2,11,1,3,0,0,0,0,0,0,0,0,0
timely,163,70,16,12,2,0,1,0,49,3,0,0,10,0,0,0,0,0,0,0,0
explicit,162,56,60,13,4,5,1,0,11,10,0,2,0,0,0,0,0,0,0,0,0
dominant,162,83,11,25,8,7,15,9,2,2,0,0,0,0,0,0,0,0,0,0,0
bold,160,68,32,30,12,5,2,4,3,1,0,2,1,0,0,0,0,0,0,0,0
permanent,159,7,126,9,6,2,1,0,2,3,2,1,0,0,0,0,0,0,0,0,0
soft,159,28,27,5,84,2,9,0,1,1,2,0,0,0,0,0,0,0,0,0,0
honest,159,73,17,10,19,6,7,16,3,7,1,0,0,0,0,0,0,0,0,0,0
upset,159,60,2,6,16,7,4,55,4,5,0,0,0,0,0,0,0,0,0,0,0
creative,158,43,60,16,13,6,1,7,4,5,0,2,1,0,0,0,0,0,0,0,0
exotic,158,2,125,16,2,9,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
beneficial,157,17,75,13,30,6,2,0,6,6,1,0,1,0,0,0,0,0,0,0,0
intimate,157,41,96,11,2,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
impossible,156,13,114,14,5,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
innocent,155,42,27,29,20,7,8,18,4,0,0,0,0,0,0,0,0,0,0,0,0
daunting,155,20,57,30,3,28,4,0,10,2,0,0,1,0,0,0,0,0,0,0,0
cruel,155,61,43,13,13,8,1,4,6,4,1,0,1,0,0,0,0,0,0,0,0
basic,155,8,118,10,7,3,1,0,5,1,0,1,0,0,1,0,0,0,0,0,0
slow,154,43,18,7,66,6,5,2,1,2,3,1,0,0,0,0,0,0,0,0,0
uncomfortable,153,35,90,5,5,8,0,3,4,2,0,1,0,0,0,0,0,0,0,0,0
poor,153,48,6,45,25,4,4,10,2,3,1,2,2,1,0,0,0,0,0,0,0
shy,152,100,4,31,6,1,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
heartbreaking,149,1,127,17,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mysterious,149,6,103,29,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
conservative,149,25,62,5,33,4,7,2,8,2,0,0,1,0,0,0,0,0,0,0,0
illegal,147,10,102,23,4,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
central,147,35,64,31,3,1,2,3,2,2,0,3,1,0,0,0,0,0,0,0,0
solid,147,40,74,14,4,6,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0
graphic,147,16,92,26,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
delightful,147,12,111,17,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucky,147,87,7,11,6,3,3,13,5,10,1,1,0,0,0,0,0,0,0,0,0
awkward,145,16,101,8,1,5,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0
poignant,145,44,36,41,2,9,0,0,4,8,0,0,1,0,0,0,0,0,0,0,0
harsh,145,45,54,11,15,5,8,1,1,4,0,1,0,0,0,0,0,0,0,0,0
iconic,145,8,79,51,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
weak,144,60,12,13,39,1,8,4,1,5,0,0,1,0,0,0,0,0,0,0,0
frustrated,143,60,7,2,2,4,1,65,0,2,0,0,0,0,0,0,0,0,0,0,0
detailed,143,43,45,26,9,6,3,1,0,6,2,1,1,0,0,0,0,0,0,0,0
lovely,143,26,86,13,3,10,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
negative,142,19,67,10,19,10,4,1,6,4,0,0,2,0,0,0,0,0,0,0,0
deadly,141,26,45,38,10,15,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0
elegant,141,29,73,20,8,3,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0
quiet,141,90,15,6,6,4,4,1,5,5,0,5,0,0,0,0,0,0,0,0,0
empty,140,75,22,6,14,8,1,0,6,7,0,0,1,0,0,0,0,0,0,0,0
sharp,139,65,20,22,8,1,13,1,5,2,0,2,0,0,0,0,0,0,0,0,0
grand,139,20,86,15,10,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
brilliant,139,50,32,26,9,4,10,2,2,2,0,0,2,0,0,0,0,0,0,0,0
flattering,138,11,52,39,2,0,15,0,16,3,0,0,0,0,0,0,0,0,0,0,0
outrageous,138,15,96,12,5,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
potent,137,31,44,36,1,14,1,1,6,1,0,0,2,0,0,0,0,0,0,0,0
applicable,137,60,7,13,19,11,9,0,3,11,2,2,0,0,0,0,0,0,0,0,0
deserving,136,17,16,38,6,11,3,43,1,1,0,0,0,0,0,0,0,0,0,0,0
ridiculous,136,14,101,10,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
smooth,134,83,15,7,12,0,4,0,4,6,0,3,0,0,0,0,0,0,0,0,0
intriguing,133,16,52,48,6,7,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
costly,132,21,34,43,14,10,2,0,2,2,0,3,1,0,0,0,0,0,0,0,0
diverse,132,77,9,14,9,3,2,0,15,1,1,1,0,0,0,0,0,0,0,0,0
charming,132,26,71,18,6,2,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0
believable,132,62,18,22,8,9,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0
thankful,131,115,2,6,3,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0
normal,130,46,60,2,2,8,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0
stark,130,60,7,11,1,0,0,0,29,12,0,7,3,0,0,0,0,0,0,0,0
foolish,130,46,45,8,15,2,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0
promising,130,70,19,30,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0
disheartening,128,1,122,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motivating,128,2,124,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
horrible,128,13,93,7,7,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0
realistic,128,47,21,19,16,12,6,0,3,2,1,0,1,0,0,0,0,0,0,0,0
technical,127,23,79,6,14,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
amusing,127,18,72,22,2,3,3,0,2,3,1,1,0,0,0,0,0,0,0,0,0
advanced,127,31,44,18,13,4,6,0,5,0,3,0,3,0,0,0,0,0,0,0,0
hopeful,126,76,24,8,10,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0
outstanding,125,7,86,20,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dependent,124,68,4,20,21,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0
loose,123,14,11,2,85,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cute,123,48,37,18,6,4,1,2,3,3,0,0,0,0,1,0,0,0,0,0,0
discouraging,122,2,112,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
luxurious,122,18,87,8,4,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
elaborate,122,9,90,9,0,7,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0
unexpected,122,6,58,43,6,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
novel,121,1,85,20,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceful,121,28,72,0,6,2,2,1,1,6,0,2,1,0,0,0,0,0,0,0,0
shocked,120,47,0,19,3,1,3,42,3,1,1,0,0,0,0,0,0,0,0,0,0
wide,120,41,6,10,34,2,8,1,3,4,10,1,0,0,0,0,0,0,0,0,0
tasty,119,57,37,10,4,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
independent,119,74,5,17,13,0,2,3,0,4,0,1,0,0,0,0,0,0,0,0,0
comparable,119,7,82,9,12,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
noble,119,9,84,5,11,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
rare,118,10,51,26,12,4,6,0,4,1,0,4,0,0,0,0,0,0,0,0,0
hungry,118,70,1,9,4,2,12,9,8,2,1,0,0,0,0,0,0,0,0,0,0
stylish,118,56,41,6,6,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
fresh,118,32,47,20,7,4,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0
dull,117,58,28,5,21,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
transparent,117,56,17,8,14,3,2,8,5,1,2,0,1,0,0,0,0,0,0,0,0
thick,117,24,11,10,52,3,13,0,0,1,1,2,0,0,0,0,0,0,0,0,0
egregious,117,6,56,39,5,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0
wild,117,34,58,16,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
soothing,117,2,112,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suitable,117,10,36,34,10,5,12,3,7,0,0,0,0,0,0,0,0,0,0,0,0
reassuring,116,4,78,12,6,2,6,0,6,0,0,1,1,0,0,0,0,0,0,0,0
pathetic,116,9,99,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sensitive,115,27,28,13,17,7,4,11,6,1,0,1,0,0,0,0,0,0,0,0,0
classic,114,2,101,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
miserable,113,45,57,3,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
bizarre,112,6,57,36,1,7,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
intimidating,112,4,77,6,11,5,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0
aggravating,112,0,104,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
democratic,111,28,39,7,24,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
useless,111,11,89,2,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
robust,111,61,6,11,5,9,4,0,6,6,1,2,0,0,0,0,0,0,0,0,0
ugly,111,17,48,19,12,6,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0
talented,111,46,0,19,13,9,11,4,5,2,1,0,1,0,0,0,0,0,0,0,0
infuriating,111,7,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comprehensive,110,17,26,38,7,7,8,0,2,4,1,0,0,0,0,0,0,0,0,0,0
naive,110,60,9,12,12,3,1,10,2,0,0,0,1,0,0,0,0,0,0,0,0
valid,109,18,10,31,14,28,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0
precise,108,39,25,11,5,7,2,2,4,9,2,1,1,0,0,0,0,0,0,0,0
embarrassed,107,100,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0
sympathetic,107,28,2,35,16,6,6,6,7,0,1,0,0,0,0,0,0,0,0,0,0
odd,107,3,82,17,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
likable,106,22,5,40,2,1,24,6,1,3,0,1,1,0,0,0,0,0,0,0,0
alarming,105,1,69,11,3,7,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0
wise,105,40,4,14,36,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0
conscious,105,49,5,13,9,4,3,4,5,2,8,0,3,0,0,0,0,0,0,0,0
disgusting,103,5,90,1,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
confusing,103,28,56,7,4,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
final,102,13,74,7,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cautious,100,84,1,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
upsetting,100,7,82,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steep,100,44,26,15,10,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
tall,99,17,7,23,14,2,9,1,0,1,22,0,3,0,0,0,0,0,0,0,0
sexual,99,15,65,6,8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
feasible,99,30,4,9,39,2,9,0,1,3,2,0,0,0,0,0,0,0,0,0,0
stunning,99,18,40,19,6,11,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
fitting,99,30,54,4,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0
hurt,99,8,1,18,0,7,7,55,1,0,0,1,1,0,0,0,0,0,0,0,0
fatal,98,3,56,18,6,0,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0
engaging,98,34,32,15,5,2,4,0,1,4,0,1,0,0,0,0,0,0,0,0,0
authentic,98,15,51,12,2,8,1,0,5,2,0,1,1,0,0,0,0,0,0,0,0
persuasive,98,24,26,20,7,8,4,0,5,3,0,1,0,0,0,0,0,0,0,0,0
trivial,98,10,74,1,7,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
problematic,97,11,50,21,6,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
humbling,97,0,94,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
generous,96,29,12,11,15,3,1,7,4,11,0,1,2,0,0,0,0,0,0,0,0
absent,96,66,2,4,11,0,1,0,2,5,0,5,0,0,0,0,0,0,0,0,0
supportive,96,41,4,9,7,3,4,17,7,0,4,0,0,0,0,0,0,0,0,0,0
motivated,95,59,7,15,7,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0
acute,95,68,1,6,1,6,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0
emotional,95,37,25,15,7,1,0,1,2,4,0,3,0,0,0,0,0,0,0,0,0
dynamic,95,38,23,14,6,3,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0
glorious,95,18,61,5,2,2,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0
direct,95,26,25,14,6,7,1,1,3,11,0,1,0,0,0,0,0,0,0,0,0
forthcoming,94,21,8,21,6,16,3,1,7,7,0,1,3,0,0,0,0,0,0,0,0
superior,94,4,35,23,9,1,15,2,1,3,1,0,0,0,0,0,0,0,0,0,0
vocal,94,34,1,30,8,1,2,10,2,4,1,0,1,0,0,0,0,0,0,0,0
shabby,94,3,12,68,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anxious,94,46,4,21,7,2,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0
adorable,93,26,54,8,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
overwhelming,93,24,46,9,4,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0
fashionable,92,55,21,5,4,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
lucrative,91,30,14,18,9,4,2,0,4,9,0,1,0,0,0,0,0,0,0,0,0
white,91,41,8,9,14,4,4,2,2,4,3,0,0,0,0,0,0,0,0,0,0
uncertain,90,58,21,0,4,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
adventurous,90,26,37,10,6,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
extravagant,90,11,68,3,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
blatant,90,28,33,15,0,1,1,1,2,7,0,2,0,0,0,0,0,0,0,0,0
christian,90,3,56,6,11,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
dire,89,41,21,11,5,1,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0
eloquent,89,35,13,21,8,2,2,3,0,4,0,1,0,0,0,0,0,0,0,0,0
enticing,89,16,52,9,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
fine,89,18,32,11,12,10,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0
desperate,89,50,11,9,3,4,2,4,3,2,0,0,1,0,0,0,0,0,0,0,0
credible,88,20,9,17,7,13,7,3,3,0,5,0,4,0,0,0,0,0,0,0,0
kind,88,31,3,39,3,2,2,3,0,4,0,1,0,0,0,0,0,0,0,0,0
incorrect,88,10,57,6,7,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
relaxed,88,61,1,3,8,1,0,2,4,6,1,1,0,0,0,0,0,0,0,0,0
rude,88,44,20,4,6,4,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0
vibrant,87,58,8,11,3,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
troubling,87,3,49,20,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
equal,87,46,16,6,5,2,2,5,1,2,0,1,0,1,0,0,0,0,0,0,0
pleasurable,87,23,56,1,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0
objectionable,87,1,68,8,4,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
closer,86,29,4,3,17,4,1,5,17,1,1,0,4,0,0,0,0,0,0,0,0
extensive,86,21,30,14,8,5,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0
vivid,86,35,16,12,3,8,0,1,4,4,0,1,2,0,0,0,0,0,0,0,0
widespread,86,52,7,8,8,4,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0
skilled,86,23,1,18,15,5,6,7,4,4,1,1,1,0,0,0,0,0,0,0,0
worthwhile,85,9,58,7,3,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
indicative,85,1,58,4,15,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
favorable,85,43,4,12,1,7,4,0,8,4,1,1,0,0,0,0,0,0,0,0,0
hilarious,85,25,46,6,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
distant,84,33,20,5,11,1,0,0,6,2,2,1,3,0,0,0,0,0,0,0,0
distinct,84,17,25,15,6,4,5,0,5,3,1,0,3,0,0,0,0,0,0,0,0
neat,84,33,14,2,1,0,0,0,1,25,0,8,0,0,0,0,0,0,0,0,0
bitter,84,19,26,15,11,3,1,1,4,2,0,0,2,0,0,0,0,0,0,0,0
exceptional,84,7,50,13,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wealthy,84,40,0,17,14,3,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0
plausible,83,28,9,17,10,7,6,0,4,1,0,0,1,0,0,0,0,0,0,0,0
rational,83,23,20,11,15,1,2,0,2,6,2,1,0,0,0,0,0,0,0,0,0
curious,82,25,21,23,3,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0
liberating,82,5,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantastic,82,9,46,15,2,0,2,0,2,2,1,1,2,0,0,0,0,0,0,0,0
identifiable,82,6,16,45,4,7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
less,82,14,25,7,13,8,3,1,5,3,1,2,0,0,0,0,0,0,0,0,0
brutal,82,16,29,9,10,13,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0
terrified,82,76,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huge,82,20,32,13,5,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
humiliating,81,1,74,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
false,81,3,52,7,10,0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0
alike,80,20,3,32,4,6,0,2,11,1,0,0,1,0,0,0,0,0,0,0,0
dumb,80,19,11,19,7,1,7,13,2,0,0,1,0,0,0,0,0,0,0,0,0
ashamed,80,64,3,0,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
flexible,80,39,17,6,12,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
modern,80,8,41,2,13,2,7,1,4,1,1,0,0,0,0,0,0,0,0,0,0
formal,80,14,47,7,6,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0
unhappy,79,45,1,5,9,3,3,9,1,1,0,1,0,1,0,0,0,0,0,0,0
recognizable,79,3,11,31,4,7,1,1,5,0,12,0,4,0,0,0,0,0,0,0,0
liberal,79,23,15,8,11,4,9,2,3,1,0,0,2,1,0,0,0,0,0,0,0
lethal,79,7,40,11,3,10,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0
tricky,79,10,53,12,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
representative,79,13,10,15,17,8,9,0,5,1,0,1,0,0,0,0,0,0,0,0,0
conducive,79,7,38,12,4,3,8,0,5,2,0,0,0,0,0,0,0,0,0,0,0
perilous,79,21,45,8,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
risky,78,8,34,3,6,24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sustainable,78,15,20,3,26,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0
demanding,78,19,36,5,0,12,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
startling,78,7,32,35,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad,78,44,3,5,3,5,0,16,0,0,1,0,1,0,0,0,0,0,0,0,0
empowering,78,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divisive,77,9,43,18,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
prolific,77,35,1,23,6,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0
inclined,77,23,2,13,23,2,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0
captivating,77,21,37,14,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lonely,76,49,15,3,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0
horrifying,76,3,56,9,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
numerous,76,52,0,3,8,3,2,0,0,3,2,2,1,0,0,0,0,0,0,0,0
groundbreaking,76,0,63,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bigger,76,21,11,12,3,1,6,1,12,4,5,0,0,0,0,0,0,0,0,0,0
impactful,76,11,22,31,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
convinced,76,59,0,4,6,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
likeable,75,7,8,47,4,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0
formidable,75,7,19,17,1,20,3,1,4,0,0,0,3,0,0,0,0,0,0,0,0
objective,75,35,18,6,8,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0
few,75,46,0,7,12,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
bored,75,61,2,0,2,0,0,2,1,6,0,1,0,0,0,0,0,0,0,0,0
other,75,4,48,3,4,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
physical,74,24,26,3,10,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0
outlandish,74,4,60,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
glaring,74,27,9,28,0,1,0,0,4,1,0,3,1,0,0,0,0,0,0,0,0
brave,74,27,8,11,21,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
detrimental,74,1,61,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
feminine,74,7,43,7,13,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
colorful,74,21,12,19,3,4,4,2,3,4,1,0,1,0,0,0,0,0,0,0,0
toxic,74,5,37,8,6,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fierce,74,44,9,13,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
athletic,74,41,1,5,14,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unpleasant,73,3,60,4,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
clear-cut,73,31,19,1,3,1,2,0,6,5,0,5,0,0,0,0,0,0,0,0,0
adept,73,38,0,12,8,0,4,8,0,2,1,0,0,0,0,0,0,0,0,0,0
public,73,32,22,5,4,1,1,0,2,5,0,1,0,0,0,0,0,0,0,0,0
distinctive,73,4,50,11,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
off-putting,72,3,64,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
functional,72,21,9,10,5,15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0
loyal,71,17,5,27,8,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
patriotic,71,14,46,3,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
fit,71,45,5,4,2,7,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0
hostile,71,27,14,6,6,1,1,2,7,3,0,2,1,1,0,0,0,0,0,0,0
fragile,71,35,14,9,7,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
heroic,71,6,37,7,6,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
disruptive,71,10,47,3,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
straight,71,36,10,3,1,2,1,1,1,12,0,2,2,0,0,0,0,0,0,0,0
disastrous,70,0,52,3,6,2,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0
uplifting,70,3,55,2,1,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
dear,70,14,32,17,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tempting,70,24,40,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inappropriate,70,8,44,5,3,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
abusive,70,54,7,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
separate,70,39,11,7,3,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0
demoralizing,70,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scientific,70,7,37,8,4,5,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0
alluring,70,23,33,3,2,3,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0
immune,69,21,6,22,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
jarring,69,7,45,7,1,2,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0
depressed,69,48,1,3,11,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
stuck,69,17,41,7,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
silly,69,14,36,6,3,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
horrific,69,6,38,12,5,3,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0
versatile,69,13,30,13,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
silent,69,40,6,1,4,8,0,1,4,3,0,1,1,0,0,0,0,0,0,0,0
ideal,69,20,7,17,5,2,5,1,2,9,1,0,0,0,0,0,0,0,0,0,0
symbolic,69,2,51,8,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0
pervasive,69,33,6,18,3,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0
epic,68,13,39,9,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
intrusive,68,19,26,6,4,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sufficient,68,18,7,16,11,6,3,0,4,2,0,0,1,0,0,0,0,0,0,0,0
wet,68,38,5,2,17,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
vile,68,4,28,32,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
gay,68,19,14,20,5,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
dirty,67,20,26,1,3,11,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
cynical,67,24,19,2,7,2,2,3,3,2,0,2,1,0,0,0,0,0,0,0,0
erotic,67,8,49,3,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
spicy,67,6,35,2,12,4,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0
