ADV,ADJ,be-adv-adj_with-not_counts
genetically,one-sided,1
as,mad,7
enormously,bright,1
as,infamous,2
completely,comfortable,25
politically,significant,3
only,ok,3
fully,impartial,1
too,smart,20
normally,accessible,1
really,replay,1
we-cute,routine,1
very,effective,78
as,boring,10
yet,reliable,1
completely,sure,34
nearly,tough,3
brilliantly,intellectual,1
totally,innocent,14
fairly,representative,1
just,fast,3
very,well-thought-of,1
always,parallel,1
always,aware,16
as,cut-and-dried,2
really,nutty,1
that,cold,11
only,one-sided,1
just,able,3
as,foreign,5
only,delicious,2
terribly,telling,2
all,one-sided,8
only,useless,5
technically,subsidized,1
unusually,complex,1
actually,sure,5
as,pressing,8
merely,concerned,1
so,skittish,1
quite,complete,12
totally,discouraged,3
too,confident,8
as,ducky,1
merely,good,2
as,exotic,5
so,private,2
that,beloved,1
even,true,19
scientifically,qualified,1
particularly,serious,2
that,slippery,3
only,anti-hispanic,1
significantly,probative,1
as,uniform,1
as,faulty,1
entirely,unearned,1
very,generous,10
exactly,pleased,11
even,willing,9
quite,explicable,1
as,quarrelsome,1
very,wide,4
so,overweight,1
too,heavy,25
notably,sympathetic,2
big-game,ready,1
real,excited,16
that,severe,21
as,apparent,11
as,supportive,17
always,comfortable,15
very,convincing,22
necessarily,typical,2
way,healthy,1
as,steep,62
sufficiently,sophisticated,3
yet,safe,14
entirely,novel,1
that,faithful,1
unrelentingly,heroic,1
bit,sorry,1
so,blind,1
about,s-e-x,1
as,convenient,10
quite,willing,7
as,pressured,2
surgically,complete,1
terribly,new,1
even,old,10
necessarily,crying,1
literally,true,8
completely,shocking,1
totally,free,3
as,significant,76
necessarily,responsible,3
very,practical,15
that,large,40
terribly,comfortable,8
acceptably,long,1
entirely,selfish,2
well,connected,1
about,mothering,2
that,significant,54
really,different,14
just,wrong,10
truly,mainstream,1
that,reliable,4
so,well-crafted,2
as,handy,2
always,pretty,28
really,special,1
truly,clean,1
as,unjust,1
quite,cool,1
fully,optioned,2
overly,awed,2
necessarily,sad,2
as,ugly,16
totally,disappointed,3
especially,pleased,7
very,quick,6
quite,real,5
as,key,3
really,sausage,1
real,concerned,13
as,handsome,8
yet,ill,5
wholly,tax-free,1
as,passive,6
necessarily,crazy,1
always,widespread,1
that,surprised,26
as,marked,3
so,dependent,22
so,homogenous,2
legally,significant,1
just,groaning,1
merely,altrustic,1
necessarily,eager,3
essentially,military,1
that,desperate,7
precisely,true,4
meaningfully,present,2
particularly,vigorous,2
visually,gripping,1
really,hokey,1
as,scary,20
really,wars,2
only,unusual,2
disproportionately,interested,1
automatically,cruel,1
terribly,pleased,3
completely,accurate,11
that,astonishing,1
as,motivated,6
extremely,costly,2
so,automatic,1
so,consistent,5
real,chummy,2
as,flamboyant,8
as,apt,8
as,consistent,48
always,sure,50
completely,expert-free,1
compulsively,neat,1
too,serious,11
very,helpful,41
as,flush,14
that,direct,4
particularly,anxious,2
yet,familiar,9
about,magic,4
merely,ornamental,1
as,addictive,2
as,humiliating,9
only,humane,2
as,frequent,9
so,texan,1
so,adamant,5
any,good,28
too,aggressive,13
really,ready,31
always,sympathetic,6
strictly,adjectives,1
too,sweet,21
supremely,elegant,17
as,candid,5
really,painful,1
that,serious,53
particularly,sharp,15
too,calm,1
entirely,aesthetic,1
indefinitely,sustainable,1
really,glad,1
legally,responsible,14
very,street-smart,2
so,long-lived,1
exactly,flush,2
especially,robust,1
particularly,eager,19
always,flexible,1
really,actresses,3
simply,altruistic,4
too,tall,12
as,wary,7
as,uneasy,1
only,feisty,1
only,solvent,1
so,wary,1
as,arrogant,3
that,smart,47
entirely,sympatico,1
far,inside,1
completely,settled,2
that,happy,19
especially,different,2
only,different,4
as,wide,29
really,pleased,8
as,harmful,9
particularly,violent,2
economically,motivated,1
as,entertained,1
as,lonely,2
entirely,carless,1
as,magical,7
even,necessary,25
too,young,45
reasonably,acceptable,1
as,perky,2
so,attentive,2
necessarily,dumb,1
particularly,optimistic,15
just,1-5,1
physically,intimidating,1
just,speculative,2
fully,successful,2
just,economic,7
directly,active,1
as,grave,7
even,optimistic,1
completely,obvious,1
really,invaders,1
as,fond,10
necessarily,rare,1
dramatically,different,11
only,clean,4
even,memorable,1
necessarily,reciprocal,1
outwardly,emotional,2
only,surprised,1
as,ambitious,18
real,surprised,3
so,secure,5
really,coyotes,1
as,sore,6
much,pre-game,1
particularly,friendly,3
already,dead,10
necessarily,poor,1
exactly,easy,13
highly,regarded,18
physically,accessible,2
as,affluent,5
particularly,interesting,5
necessarily,destructive,1
as,nauseating,2
as,busy,23
as,inventive,4
yet,smart,1
actually,flat,1
as,fresh,20
too,strong,32
entirely,benign,2
very,pleasant,31
too,exceptional,3
as,complete,30
very,simple,2
actually,mediterranean,1
only,efficient,7
so,cheery,2
physiologically,able,1
technically,legal,7
particularly,negative,2
that,incredible,1
only,useful,2
raciallly,motivated,1
overly,sweet,1
real,sharp,10
quite,giddy,2
that,stunned,2
too,fast,8
terribly,strict,1
crystal,clear,11
particularly,popular,25
really,prepared,15
emotionally,prepared,5
so,fast,18
so,notorious,1
yet,detectable,1
so,powerful,4
as,greedy,6
as,glamorous,49
very,cohesive,2
just,expensive,5
that,pretty,5
exclusively,japanese,4
yet,closed,10
as,beneficial,8
mentally,ready,17
truly,held,1
really,fair,44
also,anxious,1
especially,qualified,1
so,charitable,15
yet,apparent,15
overly,sentimental,3
overtly,political,12
as,rapt,1
too,disabled,2
much,concerned,55
exceptionally,big,1
quite,journalistic,2
that,strong,135
as,dire,64
entirely,fair,31
real,bad,10
really,difficult,4
politically,motivated,37
clearly,superior,1
that,stupendous,1
inherently,evil,4
really,ok,1
wholly,groundless,1
only,professional,1
as,hot,47
as,fun,4
so,scary,10
so,earthshaking,1
esthetically,inclined,1
intrinsically,valuable,1
really,able,14
that,fond,21
that,witty,2
particularly,close,16
necessarily,disrespectful,1
completely,correct,6
that,well-known,13
all,romantic,3
too,pure,2
as,cheap,41
any,representative,1
merely,capable,2
so,sharpe,1
very,lucrative,8
just,weird,1
fully,computerized,1
just,tactical,1
always,pleasant,20
insignificantly,small,1
yet,dead,36
that,exciting,28
as,general,1
as,complex,15
even,knowledgeable,1
only,small,4
really,afraid,10
necessarily,relevant,2
politically,important,1
much,philosophical,3
quite,authentic,2
so,altruistic,1
that,deep,31
as,smarty,1
really,great,5
as,new,9
only,puzzling,1
globally,powerful,9
near,giddy,1
so,foreign,3
dearly,departed,1
that,common,21
well,heeded,1
particularly,virulent,2
always,compatible,28
as,morbid,2
really,dangerous,5
naturally,perennialized,1
that,neat,6
as,wise,4
too,subtle,3
altogether,uniform,4
as,disconcerting,1
altogether,welcome,3
just,self-absorbed,1
so,circumspect,4
tournament,tough,1
adamantly,anti-vegetarian,2
even,computerized,1
necessarily,intentional,3
as,passionate,6
as,rousing,1
so,fat,1
so,empty,9
really,optimistic,3
just,hungry,4
gonna,freak,2
as,sensational,4
totally,americanized,1
as,muscular,1
financially,robust,1
as,gung-ho,2
very,pitch-efficient,1
as,mysterious,5
dead,last,4
as,amorous,1
very,deep,28
pretty,darn,4
as,bright,86
overly,fond,12
exactly,transgression,1
exactly,fond,12
really,tangible,3
uniformly,upbeat,1
entirely,idealistic,10
as,self-conscious,6
just,representations,1
exactly,quick,2
especially,nervous,4
real,focused,2
entirely,sure,73
always,malicious,1
as,combat-oriented,1
as,independent,3
so,interested,48
exactly,wearable,1
exactly,trolley-phobic,1
only,charmless,1
immediately,transparent,1
really,rough,1
particularly,groundbreaking,1
even,smart,2
sufficiently,detailed,2
too,tired,12
very,excitable,2
too,exciting,16
very,sincere,2
real,crazy,8
sufficiently,tacky,2
as,crotchety,1
as,thrilling,11
really,new,34
that,expensive,34
so,tropical,1
very,exciting,39
as,final,1
as,entrenched,10
unfailingly,polite,2
as,well-stocked,1
as,self-evident,11
hopelessly,indefensible,8
only,current,1
too,frequent,3
fully,loaded,2
that,bothersome,2
already,happy,2
completely,unacceptable,3
very,hospitable,6
that,emotional,5
yet,successful,1
rather,isolated,1
so,public,3
really,safe,8
really,threatening,3
even,catholic,3
so,concerned,79
as,accommodating,7
certified,organic,1
very,tolerant,12
always,swift,1
very,safe,12
very,efficient,18
especially,surprising,5
completely,unrehearsed,2
too,fanciful,9
completely,obsessive,1
especially,funny,2
as,pleasant,15
so,delicate,5
totally,dependent,4
as,volatile,26
gravely,ill,3
just,hypocritical,1
that,inventive,2
quite,lady-like,1
even,human,11
terribly,taxing,7
musically,inclined,2
even,available,28
so,frightened,4
entirely,altruistic,9
so,apparent,13
entirely,welcome,16
lot,different,1
too,loud,4
strictly,accurate,3
overwhelmingly,persuasive,2
technically,journalists,1
truly,ready,2
always,sufficient,3
always,pleased,3
completely,abnormal,1
too,distressed,2
physically,able,11
so,civilized,1
terribly,long,2
overly,assertive,1
as,long,51
so,smooth,22
very,aggressive,18
that,lucky,25
as,grievous,1
quite,high,3
as,destructive,9
as,libertarian-leaning,1
necessarily,reliable,2
absolutely,certain,20
very,compelling,9
particularly,low,1
as,predictable,20
aggressively,ironic,1
so,gloomy,5
as,enlightened,3
as,patient,13
so,inhibited,3
always,happy,13
clearly,marked,3
as,sobering,3
really,catholic,3
completely,extinguished,1
very,realistic,45
overly,violent,1
highly,publicized,5
just,easy,2
too,big,74
really,awake,1
territorially,significant,1
only,brave,2
very,applicable,1
very,sassy,1
absolutely,convinced,4
that,familiar,24
so,far-fetched,46
entirely,detrimental,1
that,friendly,5
so,accommodating,15
historically,black,2
so,benign,15
that,crass,1
just,charming,3
really,minimalist,5
as,secure,35
too,hifalutin,3
basically,naturalistic,3
so,jolly,4
as,attached,2
sometimes,engaging,1
too,weak,12
overly,imaginative,5
merely,academic,9
as,monstrous,1
really,comparable,13
always,joyful,1
there,much,11
yet,final,47
sufficiently,long-lived,2
necessarily,interested,13
necessarily,fast,5
too,naive,5
that,keen,8
too,radical,6
even,trickery,1
only,baffling,2
really,beavis,1
as,cool,28
that,amusing,4
too,aware,1
very,great,24
so,visible,10
only,tim,2
truly,homeless,2
technically,immune,1
as,free,29
typically,french,1
that,hard-core,2
already,reserved,3
currently,available,15
especially,noteworthy,3
necessarily,contradictory,2
very,reassuring,7
very,glamorous,16
just,huge,3
exactly,fertile,5
really,positive,6
so,prevalent,7
firearms,savvy,1
completely,healthy,17
so,careful,5
so,essential,1
entirely,negative,5
as,clean,25
inherently,bad,11
really,valid,5
as,mean,17
as,frightening,13
really,russian,1
as,ketogenic,1
as,upbeat,23
full,flavored,1
exactly,golden,1
financially,attractive,5
quite,blase,21
so,diplomatic,19
yet,strong,19
only,open,12
real,keen,6
conspicuously,present,1
as,potent,23
as,strident,2
as,cheery,4
just,generational,1
totally,shocked,6
so,deadly,6
entirely,uncommon,4
chemically,identical,3
so,large,30
so,tight,9
remotely,true,3
particularly,beautiful,4
very,well-integrated,2
as,welcome,4
so,weird,8
historically,accurate,23
too,old,70
so,farfetched,14
as,straight,3
fully,closed,2
as,gray,2
so,loveable,1
as,old,44
inherently,distinctive,1
very,mature,12
completely,safe,9
as,low,39
as,solitary,2
clearly,focused,1
similarly,concerned,1
remotely,proportionate,3
so,hardy,1
entirely,devoid,4
overly,ecstatic,1
too,physical,1
as,crashworthy,1
completely,blind,2
exactly,heartening,1
meaningfully,misleading,1
really,mean,2
quite,satirized,1
necessarily,nice,3
readily,noticeable,1
really,stressful,1
as,threatening,17
that,skilled,9
yet,due,2
as,intelligent,11
as,apathetic,2
exactly,beckoning,1
exactly,robinson,1
that,intense,3
absolutely,sure,37
already,comfortable,1
really,close,8
especially,hard,1
as,possible,4
particularly,strong,29
particularly,prized,1
even,chiluba,1
conventionally,beautiful,4
too,willing,4
there,relative,2
academically,eligible,2
particularly,robust,10
always,effusive,1
as,fashionable,14
exactly,communicating,2
just,shaq-less,1
technically,feasible,15
totally,happy,12
entirely,satisfied,16
fiscally,irresponsible,1
as,fleeting,2
really,ferrero,1
terribly,upset,4
sufficiently,aggressive,2
exactly,a-list,1
exactly,invisible,3
always,open,4
yet,productive,1
guardedly,optimistic,2
automatically,low,1
always,correct,13
very,pretty,46
so,cold-hearted,1
too,crazy,16
totally,satisfied,11
especially,distinguished,2
fully,independent,4
altogether,realistic,7
necessarily,weak,2
completely,reassuring,4
about,commercialism,2
nauseatingly,sentimental,1
so,clever,2
very,promising,5
too,roisterous,1
so,amenable,5
deeply,rooted,1
as,alone,1
as,absurd,34
always,simple,36
humanly,possible,31
as,subject,3
overtly,ambitious,1
that,numerous,4
merely,americanization,3
really,observed,3
just,unattractive,6
so,nice,43
as,unpopular,10
entirely,homey,2
that,enormous,3
just,tough,2
now,equal,1
bowl,eligible,3
potentially,profitable,2
too,ashamed,1
as,compelling,22
so,exacting,1
especially,relevant,15
always,effective,12
really,hortense,2
as,specialized,1
as,fragmented,3
so,sophisticated,6
strikingly,handsome,1
only,due,6
always,clear-cut,7
unacceptably,high,2
too,anxious,8
quite,perfect,10
too,noticeable,4
about,rock-and-roll,2
as,gothic,2
especially,helpful,11
so,ethical,1
especially,nifty,1
ordinarily,closed,1
really,fond,1
extremely,mountainous,1
as,fit,10
now,possible,6
so,tumultuous,1
completely,naive,2
yet,official,15
exactly,spotless,1
academically,accomplished,1
so,wide-eyed,1
immediately,profitable,2
so,contradictory,3
too,vibrant,2
usually,impressive,1
only,newsworthy,2
completely,witless,1
terribly,interested,16
sensually,artful,1
as,hapless,1
overly,worried,35
just,contrary,5
overly,zealous,4
all,concrete,7
as,devastating,18
especially,romantic,2
as,pushy,2
necessarily,cheery,2
that,competitive,7
economically,justifiable,4
hopelessly,long,1
as,tired,6
so,pristine,1
that,peppy,1
profoundly,true,1
very,expressive,7
so,loyal,4
completely,anonymous,2
all,bliss,1
really,subject,2
quite,kosher,1
that,driven,1
pretty,enough,25
very,challenging,6
equally,ruthless,1
just,mingled,1
so,well-known,12
usually,susceptible,2
even,new,4
especially,rare,1
so,likely,11
terribly,hard,5
especially,constructive,2
completely,independent,4
absolutely,positive,10
very,insulted,1
typically,available,2
so,gruesome,1
even,sexy,1
