ADV,ADJ,p1_counts
b'truly',b'bad-movieproof',2
b'horribly',b'wrong',7
b'just',b'gabbing',1
b'currently',b'self-policed',2
b'really',b'arbitrary',2
b'largely',b'skewed',1
b'ultimately',b'inevitable',1
b'so',b'telegraphic',1
b'that',b'consistent',3
b'too',b'dignified',2
b'wickedly',b'content',1
b'as',b'conducive',2
b'only',b'equal',3
b'entirely',b'destructive',2
b'fairly',b'disastrous',4
b'too',b'integral',2
b'well',b'intact',2
b'very',b'consolidatable',6
b'quite',b'tight',15
b'totally',b'befuddled',2
b'still',b'conscious',14
b'militantly',b'childless',1
b'really',b'startling',6
b'truly',b'nonessential',1
b'also',b'well-grounded',1
b'psychologically',b'broken',1
b'physically',b'restrained',11
b'so',b'tolerant',9
b'very',b'secure',29
b'still',b'enraged',6
b'really',b'astonishing',4
b'unusually',b'big',5
b'profoundly',b'disagreeable',1
b'practically',b'awash',1
b'widely',b'respected',15
b'currently',b'third',8
b'probably',b'warm',2
b'unmistakably',b'cadillacs',2
b'fairly',b'inexpensive',15
b'chronically',b'irritable',1
b'chronically',b'fatigued',2
b'wonderfully',b'real',2
b'totally',b'afraid',11
b'somewhat',b'bizarre',4
b'sufficiently',b'visceral',2
b'particularly',b'ironic',20
b'fast',b'fading',11
b'about',b'4-3',2
b'indeed',b'tanaka',4
b'deeply',b'anguished',2
b'very',b'equal',6
b'unequivocally',b'pro-labor',1
b'too',b'intemperate',2
b'so',b'staggering',15
b'modestly',b'successful',11
b'dismayingly',b'difficult',4
b'actually',b'preferable',4
b'deeply',b'alarmed',4
b'completely',b'crazy',17
b'up',b'north',7
b'certainly',b'respectable',9
b'as',b'defamatory',7
b'hardly',b'obscure',6
b'perfectly',b'frank',17
b'very',b'musical',7
b'nearly',b'middle-aged',4
b'just',b'awash',7
b'just',b'super',16
b'just',b'carelessness',7
b'reasonably',b'promising',3
b'nearly',b'unworkable',3
b'excruciatingly',b'long',3
b'economically',b'efficient',7
b'barely',b'detectable',14
b'all',b'correct',6
b'half',b'alive',3
b'instead',b'appealing',3
b'refreshingly',b'bold',3
b'suddenly',b'unemployed',11
b'quite',b'thick',11
b'thoroughly',b'blended',7
b'as',b'mouth-watering',2
b'downright',b'hummable',3
b'all',b'political',14
b'clearly',b'open',13
b'eventually',b'forfeited',2
b'nearly',b'unbearable',16
b'overly',b'commercial',4
b'very',b'medium',2
b'as',b'epic',2
b'as',b'fantastic',8
b'remarkably',b'optimistic',5
b'deceptively',b'tough',6
b'punching',b'good',1
b'very',b'aloof',3
b'also',b'subpar',3
b'dramatically',b'appropriate',1
b'too',b'scripted',1
b'plenty',b'quick',4
b'now',b'4-5',2
b'politically',b'advantageous',12
b'already',b'askink',1
b'really',b'airtight',1
b'shockingly',b'thin',2
b'acutely',b'concerned',3
b'really',b'wired',1
b'clearly',b'self-serving',6
b'still',b'fragmented',5
b'as',b'bogus',4
b'actually',b'hard',2
b'genuinely',b'impressed',1
b'as',b'unprepared',3
b'professionally',b'rewarding',2
b'zealously',b'competitive',1
b'obviously',b'attractive',3
b'terribly',b'rarefied',2
b'terribly',b'confused',3
b'really',b'irresponsible',6
b'already',b'fast',7
b'very',b'gregarious',7
b'indeed',b'tight',3
b'just',b'dormant',5
b'awfully',b'suggestive',3
b'decidedly',b'underpriced',3
b'so',b'emblematic',5
b'wildly',b'overestimated',3
b'still',b'defensive',6
b'exceptionally',b'successful',7
b'generally',b'forthcoming',3
b'very',b'uncommon',18
b'particularly',b'powerful',27
b'relatively',b'intimate',8
b'stylized',b'industrial',8
b'strictly',b'no-frills',8
b'so',b'turbocharged',3
b'painfully',b'uncomfortable',4
b'unusually',b'slanted',3
b'seriously',b'competitive',4
b'too',b'greasy',5
b'really',b'grits',4
b'as',b'international',6
b'as',b'southern',15
b'distinctly',b'southern',5
b'brutally',b'dismissive',4
b'intentionally',b'unfinishable',4
b'totally',b'inaccessible',4
b'often',b'breathless',4
b'almost',b'similar',6
b'partly',b'nostalgic',6
b'truly',b'amateurs',3
b'endearingly',b'ordinary',3
b'surprisingly',b'tame',10
b'totally',b'confused',32
b'essentially',b'invisible',9
b'too',b'prescriptive',4
b'one-third',b'gay',3
b'so',b'hurtful',8
b'rather',b'inconvenient',5
b'also',b'evergreen',4
b'touchingly',b'eloquent',3
b'remarkably',b'smooth',13
b'that',b'concerned',29
b'that',b'superficial',3
b'absolutely',b'avalailable',3
b'thoroughly',b'powdered',6
b'mighty',b'agreeable',3
b'so',b'literate',4
b'equally',b'famous',17
b'now',b'taut',4
b'very',b'overgrown',3
b'also',b'6-4',2
b'just',b'enjoyable',3
b'very',b'graphic',13
b'personally',b'glad',1
b'bet',b'on-track',1
b'very',b'make-able',1
b'too',b'unhappy',10
b'also',b'flattering',4
b'too',b'backloaded',1
b'really',b'thorough',1
b'mighty',b'warm',1
b'now',b'21-4',1
b'actually',b'anglican',1
b'simply',b'concerned',7
b'still',b'9.69',1
b'permanently',b'rescinded',3
b'indeed',b'grand',2
b'so',b'trustworthy',7
b'completely',b'unclear',7
b'so',b'lonely',22
b'downright',b'cheeky',1
b'too',b'gaudy',3
b'relatively',b'early',11
b'also',b'ripe',6
b'predictably',b'mixed',7
b'particularly',b'scary',7
b'suddenly',b'healthy',1
b'usually',b'calm',3
b'really',b'awry',1
b'so',b'superficial',6
b'rarely',b'prepared',4
b'as',b'arcane',5
b'hardly',b'funereal',1
b'entirely',b'domestic',2
b'totally',b'emotional',1
b'comparatively',b'calm',1
b'practically',b'leisurely',1
b'downright',b'wrong',6
b'really',b'uptight',3
b'particularly',b'steep',6
b'fairly',b'cool',2
b'very',b'excitable',5
b'ideologically',b'close',1
b'politically',b'useful',16
b'still',b'fraught',3
b'really',b'unreasonable',1
b'mentally',b'weak',8
b'largely',b'undisturbed',2
b'also',b'subliminal',1
b'narrowly',b'regional',1
b'totally',b'negative',9
b'as',b'heedless',1
b'environmentally',b'dangerous',4
b'scarcely',b'spotless',1
b'so',b'admiring',4
b'well',b'informed',6
b'too',b'catholic',1
b'rather',b'sleepy',2
b'somewhat',b'disturbing',2
b'appropriately',b'introverted',1
b'very',b'cathartic',6
b'only',b'cosmetic',17
b'very',b'complacent',4
b'too',b'robust',26
b'mentally',b'capable',9
b'so',b'cost-conscious',1
b'so',b'vulgar',4
b'profoundly',b'traumatic',1
b'particularly',b'vexing',17
b'very',b'eccentric',5
b'very',b'nomadic',1
b'tres',b'gauche',2
b'still',b'pretty',3
b'just',b'thunderstruck',2
b'immensely',b'charming',3
b'equally',b'protective',3
b'too',b'real',24
b'guardedly',b'hopeful',10
b'fairly',b'dark',2
b'pretty',b'pointless',3
b'kinda',b'unique',1
b'as',b'ethereal',2
b'distinctly',b'difficult',1
b'properly',b'armored',1
b'downright',b'unpatriotic',2
b'very',b'close-mouthed',2
b'obviously',b'welcome',6
b'extraordinarily',b'interested',3
b'off',b'white',1
b'too',b'one-note',4
b'too',b'gruesome',9
b'rarely',b'cheap',1
b'too',b'humble',17
b'generally',b'yes',1
b'previously',b'interested',3
b'now',b'international',8
b'truly',b'touching',5
b'completely',b'believable',5
b'so',b'divine',4
b'hopelessly',b'conflicted',5
b'always',b'unequivocal',1
b'already',b'raving',2
b'curiously',b'distant',4
b'harrowingly',b'complete',1
b'just',b'enormous',23
b'that',b'hectic',1
b'indeed',b'touching',1
b'unusually',b'passionate',1
b'still',b'driven',2
b'unreasonably',b'dangerous',2
b'appropriately',b'annoying',1
b'also',b'lovely',11
b'enormously',b'satisfying',14
b'decidedly',b'unappetizing',9
b'already',b'semi-famous',2
b'only',b'visible',16
b'robustly',b'male',2
b'downright',b'weird',7
b'clearly',b'distinguished',1
b'probably',b'prosthetic',1
b'so',b'irrelevant',3
b'again',b'overgrown',2
b'pretty',b'crowded',11
b'still',b'rough',12
b'highly',b'suspicious',29
b'sufficiently',b'stuffed',1
b'sufficiently',b'full',1
b'too',b'hyped',4
b'primarily',b'decorative',8
b'gradually',b'open',1
b'as',b'devoted',11
b'so',b'menial',3
b'as',b'lifeless',5
b'again',b'heavy',2
b'somewhat',b'heroic',3
b'once',b'simple',3
b'even',b'contemptuous',2
b'as',b'buoyant',7
b'also',b'psychological',6
b'surprisingly',b'accepting',2
b'inexpressibly',b'sad',1
b'so',b'feverish',6
b'personally',b'wrenching',1
b'relatively',b'sheltered',3
b'just',b'disgusted',5
b'often',b'striking',7
b'too',b'meddlesome',4
b'absolutely',b'bizarre',12
b'especially',b'discouraged',3
b'extremely',b'anxious',9
b'really',b'candid',1
b'very',b'disillusioning',6
b'all',b'basketball-related',1
b'just',b'egregious',1
b'still',b'weird',3
b'also',b'reminiscent',26
b'suddenly',b'vulnerable',7
b'still',b'knicks',1
b'almost',b'futile',2
b'resolutely',b'upbeat',4
b'decidedly',b'tepid',3
b'chin-on-the-floor',b'surprised',1
b'extra',b'hard',8
b'quite',b'subtle',11
b'unusually',b'sympathetic',2
b'still',b'go-going',2
b'too',b'attenuated',4
b'previously',b'unsecured',1
b'now',b'lucky',6
b'incredibly',b'cheap',28
b'amazingly',b'current',1
b'therefore',b'understandable',2
b'weirdly',b'prominent',1
b'profoundly',b'suspicious',13
b'shockingly',b'furry',1
b'impossibly',b'complicated',1
b'laughably',b'outdated',1
b'always',b'unwelcome',4
b'wholly',b'friendly',1
b'certainly',b'perky',1
b'absolutely',b'expert',1
b'hopelessly',b'blurred',1
b'eerily',b'lifelike',3
b'as',b'perplexing',2
b'as',b'modest',12
b'so',b'well-regarded',9
b'too',b'flagrant',2
b'already',b'willing',12
b'now',b'content',13
b'very',b'price-conscious',8
b'extremely',b'severe',20
b'just',b'equal',2
b'usually',b'unfruitful',6
b'unusually',b'reflective',6
b'strangely',b'dull',1
b'blissfully',b'multiethnic',1
b'amazingly',b'good',15
b'efficiently',b'straightforward',10
b'too',b'likable',2
b'only',b'useful',14
b'so',b'accessible',34
b'barely',b'possible',4
b'indeed',b'optimistic',8
b'compellingly',b'attractive',1
b'only',b'late',3
b'also',b'dull',6
b'largely',b'concentrated',6
b'completely',b'unwarranted',9
b'actually',b'relaxing',1
b'too',b'unrealistic',2
b'highly',b'identifiable',1
b'pretty',b'self-selecting',1
b'stiflingly',b'hot',3
b'really',b'connected',3
b'physically',b'available',2
b'really',b'protective',4
b'seasonally',b'weak',8
b'terribly',b'impressed',6
b'socially',b'awkward',1
b'congenitally',b'restless',1
b'inherently',b'illegal',1
b'equally',b'intent',2
b'desperately',b'eager',2
b'rarely',b'open',7
b'surprisingly',b'modern',1
b'abundantly',b'present',4
b'entirely',b'rational',10
b'exactly',b'equivalent',2
b'so',b'mac-friendly',2
b'really',b'hacked',2
b'particularly',b'outspoken',25
b'rather',b'forthright',2
b'hardly',b'possible',20
b'clearly',b'traumatic',2
b'fully',b'up-to-date',4
b'fairly',b'significant',24
b'as',b'recession-proof',3
b'equally',b'unreal',2
b'quite',b'imaginative',3
b'entirely',b'fictional',5
b'unnecessarily',b'complex',3
b'as',b'unusual',21
b'obviously',b'positive',7
b'reasonably',b'safe',29
b'too',b'old-fashioned',9
b'soon',b'awash',4
b'too',b'accommodating',16
b'unbelievably',b'low',4
b'so',b'impressionable',3
b'highly',b'gas-charged',3
b'almost',b'bankrupt',12
b'doubly',b'reassuring',2
b'indeed',b'refreshing',2
b'so',b'vapid',1
b'dubiously',b'exempt',1
b'pretty',b'naive',13
b'fuzzily',b'aware',1
b'awfully',b'busy',11
b'fundamentally',b'social',3
b'extremely',b'scared',3
b'physically',b'awesome',1
b'surprisingly',b'vivid',3
b'painfully',b'inevitable',1
b'predictably',b'brief',1
b'also',b'homesick',3
b'very',b'frank',31
b'as',b'scrappy',3
b'mostly',b'candid',1
b'particularly',b'common',23
b'hugely',b'effective',2
b'temporarily',b'unable',12
b'really',b'desperate',16
b'very',b'rebellious',2
b'effectively',b'homeless',2
b'exceptionally',b'chilly',2
b'overwhelmingly',b'pro-taiwan',1
b'somewhat',b'anti-climatic',2
b'indeed',b'correct',4
b'perfectly',b'delighted',5
b'still',b'rife',22
b'faintly',b'audible',3
b'somewhat',b'overblown',2
b'still',b'riddled',23
b'terrifically',b'functional',1
b'remarkably',b'frank',12
b'largely',b'obscured',5
b'so',b'labor-intensive',4
b'then',b'responsible',11
b'really',b'image-conscious',1
b'still',b'prone',12
b'half',b'grimace',1
b'definitely',b'big',4
b'now',b'valuable',2
b'essentially',b'new',3
b'sparely',b'furnished',1
b'deeply',b'russian',3
b'also',b'conversant',1
b'quite',b'hardy',2
b'particularly',b'telling',19
b'occasionally',b'breathy',1
b'purely',b'evil',1
b'unflaggingly',b'creative',2
b'currently',b'10th',3
b'highly',b'intense',3
b'very',b'disheartening',25
b'once',b'essential',2
b'fairly',b'short-lived',3
b'as',b'deft',10
b'still',b'dicey',4
b'frankly',b'overdone',1
b'so',b'playful',2
b'easily',b'digestible',8
b'usually',b'damp',2
b'apparently',b'comforting',3
b'clearly',b'ours',6
b'as',b'lyrical',3
b'statistically',b'accurate',4
b'just',b'untrue',2
b'mostly',b'krofftless',1
b'all',b'impeccable',1
b'really',b'well-built',2
b'really',b'undecided',2
b'internationally',b'famous',4
b'clinically',b'relevant',6
b'really',b'anal',3
b'frustratingly',b'terrible',3
b'also',b'favorable',11
b'very',b'pushy',8
b'utterly',b'unable',13
b'very',b'windows-like',2
b'unacceptably',b'slow',2
b'still',b'adequate',6
b'fairly',b'astonishing',3
b'literally',b'utopias',2
b'decisively',b'superior',2
b'always',b'uptight',4
b'disappointingly',b'high',4
b'that',b'bullish',8
b'usually',b'correct',6
b'freshly',b'consolidated',3
b'infinitely',b'preferable',9
b'probably',b'thankful',6
b'inherently',b'messy',4
b'seldom',b'sightly',1
b'six-feet',b'tall',2
b'really',b'considerate',2
b'really',b'sizzling',2
b'very',b'staunch',1
b'indeed',b'swift',1
b'pleasantly',b'shocking',1
b'usually',b'careful',6
b'especially',b'complex',12
b'largely',b'sales',2
b'increasingly',b'afraid',5
b'quite',b'fantastic',5
b'often',b'decisive',2
b'as',b'brash',8
b'so',b'lackluster',10
b'initially',b'nervous',3
b'awfully',b'shady',1
b'very',b'affected',1
b'super',b'rich',3
b'home',b'late',4
b'always',b'pleasant',7
b'extremely',b'simple',16
b'slightly',b'sanguinary',1
b'intensely',b'buttery',6
b'so',b'marvelous',19
b'indeed',b'tempting',12
b'statistically',b'insignificant',22
b'clearly',b'political',6
b'perpetually',b'perplexed',1
b'so',b'overloaded',12
b'extremely',b'rosy',1
b'particularly',b'bewildering',1
b'eminently',b'losable',2
b'often',b'transcendent',1
b'alternately',b'annoyed',1
b'reportedly',b'ill',1
b'extremely',b'detailed',18
b'absolutely',b'present',1
b'so',b'interactive',8
b'absolutely',b'flawless',1
b'mostly',b'spectators',1
b'sufficiently',b'nervous',9
b'rarely',b'possible',13
b'disarmingly',b'definite',1
b'so',b'substantial',25
b'generally',b'allowable',3
b'only',b'mediocre',5
b'blessedly',b'lacking',1
b'financially',b'expedient',2
b'extraordinarily',b'cheap',9
b'largely',b'emotional',4
b'really',b'looney',2
b'quite',b'understandable',16
b'curiously',b'quiet',3
b'so',b'overamplified',1
b'so',b'miked',1
b'equally',b'prominent',3
b'partly',b'esthetic',1
b'nearly',b'abstract',1
b'so',b'decayed',5
b'so',b'interrupted',1
b'evidently',b'inherent',1
b'easily',b'distinguishable',9
b'often',b'large',4
b'exuberantly',b'happy',1
b'as',b'imposing',8
b'wholly',b'traditional',1
b'rather',b'thankless',1
b'as',b'magnetic',2
b'exceptionally',b'juicy',1
b'too',b'irreverent',4
b'real',b'neat',11
b'probably',b'cold',3
b'fantastically',b'underserved',1
b'quite',b'sound',9
b'super',b'good',1
b'particularly',b'refreshing',1
b'infinitely',b'variable',1
b'equally',b'practical',1
b'amusingly',b'new',1
b'so',b'shrill',6
b'also',b'devoid',3
b'pretty',b'expensive',28
b'incredibly',b'ugly',2
b'occasionally',b'possible',1
b'physically',b'isolated',1
b'so',b'interlinked',3
b'downright',b'pessimistic',1
b'actually',b'tight',2
b'incredibly',b'tattered',4
b'potentially',b'hostile',12
b'increasingly',b'beleaguered',4
b'similarly',b'unsettling',5
b'notably',b'harsh',8
b'visually',b'oriented',11
b'exceedingly',b'effective',1
b'truly',b'essential',7
b'increasingly',b'disengaged',5
b'traditionally',b'suspicious',2
b'still',b'risky',11
b'absurdly',b'insincere',2
b'now',b'rampant',4
b'financially',b'sturdier',2
b'so',b'atrophied',3
b'so',b'wretched',2
b'still',b'fine',13
b'truly',b'stimulating',1
b'unabashedly',b'merry',1
b'as',b'offensive',10
b'so',b'hokey',4
b'counter',b'productive',7
b'all',b'untraded',4
b'economically',b'powerful',3
b'as',b'distressed',9
b'relatively',b'orderly',8
b'apparently',b'alive',2
b'obviously',b'fatigued',2
b'also',b'scary',15
b'so',b'unanimous',1
b'still',b'untraded',3
b'all',b'unhappy',3
b'now',b'peaceful',1
b'all',b'upbeat',4
b'equally',b'assured',1
b'fairly',b'undervalued',1
b'very',b'frothy',1
b'usually',b'anonymous',8
b'extra',b'difficult',2
b'particularly',b'conscious',7
b'largely',b'unhindered',1
b'so',b'frail',11
b'automatically',b'significant',1
b'completely',b'short',1
b'pretty',b'despicable',3
b'already',b'timeless',1
b'so',b'well-developed',1
b'fairly',b'vague',4
b'already',b'able',17
b'naturally',b'curious',13
b'so',b'softened',2
b'down',b'hard',4
b'quite',b'marvelous',8
b'basically',b'helpless',1
b'home',b'full-time',1
b'nearly',b'miraculous',1
b'so',b'uninspired',3
b'apparently',b'deep',2
b'very',b'calculating',6
b'only',b'intelligent',1
b'unquestionably',b'natural',2
b'particularly',b'beautiful',12
b'reliably',b'late',2
b'commercially',b'hip',1
b'sufficiently',b'bearish',1
b'inevitably',b'soggy',1
b'traditionally',b'weak',4
b'gloomily',b'scarce',1
b'pretty',b'bearish',24
b'reasonably',b'comfortable',20
b'only',b'perennial',1
b'largely',b'satisfied',5
b'just',b'abhorrent',1
b'sufficiently',b'baked',1
b'unerringly',b'faithful',2
b'already',b'nervous',28
b'usually',b'unfair',1
b'highly',b'concerned',5
b'ever',b'free',1
b'electronically',b'inept',2
b'downright',b'impossible',11
b'moderately',b'surprising',1
b'fairly',b'gentle',3
b'deeply',b'important',2
b'often',b'stiff',4
b'so',b'dry',71
b'as',b'crackling',1
b'too',b'disabled',21
b'totally',b'amazed',10
