adv,PosStrictVers,Pos%ofStrict,PosTrivialVers,Pos%ofTrivial,VersDiff,PercDiff
bloody,2,0.009214891264283081,43,0.01780169737114469,41,0.008586806106861609
short,2,0.009214891264283081,63,0.026081556613537567,61,0.016866665349254486
hiv,2,0.009214891264283081,6,0.002483957772717864,4,-0.006730933491565217
ably,2,0.009214891264283081,88,0.03643138066652867,86,0.02721648940224559
uneconomically,2,0.009214891264283081,9,0.0037259366590767957,7,-0.005488954605206285
moodily,2,0.009214891264283081,66,0.0273235354998965,64,0.018108644235613418
abrasively,2,0.009214891264283081,116,0.0480231836058787,114,0.03880829234159562
someday,2,0.009214891264283081,83,0.034361415855930444,81,0.025146524591647363
rescued,2,0.009214891264283081,6,0.002483957772717864,4,-0.006730933491565217
nisqually,2,0.009214891264283081,3,0.001241978886358932,1,-0.007972912377924149
ancestrally,2,0.009214891264283081,31,0.012833781825708962,29,0.003618890561425881
resiliently,2,0.009214891264283081,63,0.026081556613537567,61,0.016866665349254486
revoltingly,2,0.009214891264283081,113,0.04678120471951977,111,0.037566313455236686
kinetically,2,0.009214891264283081,64,0.026495549575657213,62,0.017280658311374132
corrosively,2,0.009214891264283081,56,0.023183605878700064,54,0.013968714614416983
delusionally,2,0.009214891264283081,43,0.01780169737114469,41,0.008586806106861609
finest,2,0.009214891264283081,24,0.009935831090871455,22,0.0007209398265883744
knee,2,0.009214891264283081,3,0.001241978886358932,1,-0.007972912377924149
reverse,2,0.009214891264283081,21,0.008693852204512523,19,-0.0005210390597705575
spangly,2,0.009214891264283081,22,0.009107845166632168,20,-0.00010704609765091293
cosily,2,0.009214891264283081,29,0.012005795901469675,27,0.0027909046371865937
whole,2,0.009214891264283081,35,0.01448975367418754,33,0.005274862409904459
silkily,2,0.009214891264283081,33,0.01366176774994825,31,0.0044468764856651685
definite,2,0.009214891264283081,29,0.012005795901469675,27,0.0027909046371865937
silky,2,0.009214891264283081,2,0.0008279859242392879,0,-0.008386905340043794
reverently,2,0.009214891264283081,54,0.022355619954460774,52,0.013140728690177694
countably,2,0.009214891264283081,6,0.002483957772717864,4,-0.006730933491565217
courtly,2,0.009214891264283081,46,0.01904367625750362,44,0.00982878499322054
wery,2,0.009214891264283081,60,0.02483957772717864,58,0.015624686462895557
shallow,2,0.009214891264283081,18,0.0074518733181535915,16,-0.0017630179461294894
extortionately,2,0.009214891264283081,15,0.00620989443179466,13,-0.0030049968324884213
kissably,2,0.009214891264283081,11,0.004553922583316084,9,-0.004660968680966997
wittily,2,0.009214891264283081,167,0.06913682467398054,165,0.05992193340969745
inoffensively,2,0.009214891264283081,63,0.026081556613537567,61,0.016866665349254486
harder,2,0.009214891264283081,90,0.03725936659076796,88,0.028044475326484877
roomier,2,0.009214891264283081,3,0.001241978886358932,1,-0.007972912377924149
extrinsically,2,0.009214891264283081,21,0.008693852204512523,19,-0.0005210390597705575
unmistakeably,2,0.009214891264283081,39,0.016145725522666115,37,0.006930834258383034
inseparably,2,0.009214891264283081,27,0.011177809977230387,25,0.0019629187129473064
unmanageably,2,0.009214891264283081,33,0.01366176774994825,31,0.0044468764856651685
innovatively,2,0.009214891264283081,86,0.03560339474228938,84,0.0263885034780063
shakingly,2,0.009214891264283081,48,0.01987166218174291,46,0.01065677091745983
hesitantly,2,0.009214891264283081,43,0.01780169737114469,41,0.008586806106861609
dirt,2,0.009214891264283081,5,0.0020699648105982197,3,-0.007144926453684862
alongside,2,0.009214891264283081,21,0.008693852204512523,19,-0.0005210390597705575
weak,2,0.009214891264283081,18,0.0074518733181535915,16,-0.0017630179461294894
unreachably,2,0.009214891264283081,7,0.002897950734837508,5,-0.0063169405294455725
unrecognisably,2,0.009214891264283081,14,0.005795901469675016,12,-0.003418989794608065
abusively,2,0.009214891264283081,49,0.020285655143862553,47,0.011070763879579473
abstractly,2,0.009214891264283081,105,0.043469261022562614,103,0.03425436975827953
respective,2,0.009214891264283081,19,0.007865866280273236,17,-0.0013490249840098448
revolutionarily,2,0.009214891264283081,36,0.014903746636307183,34,0.005688855372024102
ninth-most,2,0.009214891264283081,11,0.004553922583316084,9,-0.004660968680966997
absoultely,2,0.009214891264283081,39,0.016145725522666115,37,0.006930834258383034
residually,2,0.009214891264283081,37,0.015317739598426828,35,0.006102848334143747
worrisomely,2,0.009214891264283081,42,0.017387704409025047,40,0.008172813144741966
abhorrently,2,0.009214891264283081,76,0.031463465121092944,74,0.022248573856809863
multiply,2,0.009214891264283081,43,0.01780169737114469,41,0.008586806106861609
yawningly,2,0.009214891264283081,35,0.01448975367418754,33,0.005274862409904459
hermetically,2,0.009214891264283081,33,0.01366176774994825,31,0.0044468764856651685
wonderly,2,0.009214891264283081,4,0.0016559718484785758,2,-0.007558919415804505
unquestioningly,2,0.009214891264283081,58,0.02401159180293935,56,0.014796700538656268
higly,2,0.009214891264283081,122,0.05050714137859656,120,0.04129225011431348
shortest,2,0.009214891264283081,7,0.002897950734837508,5,-0.0063169405294455725
circularly,1,0.0046074456321415404,16,0.006623887393914303,15,0.002016441761772763
cinematographically,1,0.0046074456321415404,12,0.004967915545435728,11,0.0003604699132941872
chuck,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
drippingly,1,0.0046074456321415404,38,0.015731732560546472,37,0.011124286928404932
illogically,1,0.0046074456321415404,93,0.03850134547712689,92,0.03389389984498535
illicitly,1,0.0046074456321415404,26,0.010763817015110743,25,0.006156371382969202
illegitimately,1,0.0046074456321415404,14,0.005795901469675016,13,0.0011884558375334755
eco,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
illegibly,1,0.0046074456321415404,9,0.0037259366590767957,8,-0.0008815089730647447
iii,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
ignobly,1,0.0046074456321415404,8,0.0033119436969571516,7,-0.0012955019351843888
idiosyncratically,1,0.0046074456321415404,97,0.040157317325605464,96,0.03554987169346392
posthumously,1,0.0046074456321415404,36,0.014903746636307183,35,0.010296301004165643
changingly,1,0.0046074456321415404,19,0.007865866280273236,18,0.0032584206481316956
challengingly,1,0.0046074456321415404,78,0.03229145104533223,77,0.027684005413190688
cis,1,0.0046074456321415404,15,0.00620989443179466,14,0.0016024487996531191
certified,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
ce,1,0.0046074456321415404,11,0.004553922583316084,10,-5.3523048825456464e-05
cavernously,1,0.0046074456321415404,17,0.007037880356033948,16,0.0024304347238924074
caught,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
catatonically,1,0.0046074456321415404,11,0.004553922583316084,10,-5.3523048825456464e-05
cataclysmic,1,0.0046074456321415404,29,0.012005795901469675,28,0.007398350269328134
pronouncedly,1,0.0046074456321415404,63,0.026081556613537567,62,0.021474110981396025
promisingly,1,0.0046074456321415404,127,0.05257710618919478,126,0.04796966055705324
progressivly,1,0.0046074456321415404,8,0.0033119436969571516,7,-0.0012955019351843888
programmatically,1,0.0046074456321415404,83,0.034361415855930444,82,0.0297539702237889
prelingually,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
professional,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
probabilistically,1,0.0046074456321415404,27,0.011177809977230387,26,0.006570364345088847
prob,1,0.0046074456321415404,43,0.01780169737114469,42,0.01319425173900315
hydrothermally,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
hydrolytically,1,0.0046074456321415404,5,0.0020699648105982197,4,-0.0025374808215433207
hydrodynamically,1,0.0046074456321415404,14,0.005795901469675016,13,0.0011884558375334755
hydraulically,1,0.0046074456321415404,44,0.018215690333264336,43,0.013608244701122795
idiomatically,1,0.0046074456321415404,33,0.01366176774994825,32,0.009054322117806709
hush,1,0.0046074456321415404,5,0.0020699648105982197,4,-0.0025374808215433207
hurly,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
humongously,1,0.0046074456321415404,23,0.00952183812875181,22,0.00491439249661027
psychoanalytically,1,0.0046074456321415404,10,0.004139929621196439,9,-0.000467516010945101
psychedelically,1,0.0046074456321415404,58,0.02401159180293935,57,0.01940414617079781
psionically,1,0.0046074456321415404,15,0.00620989443179466,14,0.0016024487996531191
ps,1,0.0046074456321415404,7,0.002897950734837508,6,-0.0017094948973040325
provid,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
proverbially,1,0.0046074456321415404,126,0.052163113227075134,125,0.04755566759493359
cheaper,1,0.0046074456321415404,20,0.008279859242392879,19,0.0036724136102513384
hypnotizingly,1,0.0046074456321415404,13,0.005381908507555371,12,0.0007744628754138309
patriot,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
impishly,1,0.0046074456321415404,78,0.03229145104533223,77,0.027684005413190688
imperturbably,1,0.0046074456321415404,30,0.01241978886358932,29,0.007812343231447779
impersonally,1,0.0046074456321415404,25,0.010349824052991098,24,0.005742378420849558
imperially,1,0.0046074456321415404,32,0.013247774787828607,31,0.008640329155687066
immortally,1,0.0046074456321415404,48,0.01987166218174291,47,0.01526421654960137
periodontally,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
psychopathically,1,0.0046074456321415404,35,0.01448975367418754,34,0.009882308042046
immorally,1,0.0046074456321415404,37,0.015317739598426828,36,0.010710293966285287
perenially,1,0.0046074456321415404,56,0.023183605878700064,55,0.018576160246558525
perceptively,1,0.0046074456321415404,64,0.026495549575657213,63,0.021888103943515674
pellucidly,1,0.0046074456321415404,4,0.0016559718484785758,3,-0.002951473783662965
pedestrian,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
pecuniarily,1,0.0046074456321415404,6,0.002483957772717864,5,-0.0021234878594236766
peachy,1,0.0046074456321415404,5,0.0020699648105982197,4,-0.0025374808215433207
pawsitively,1,0.0046074456321415404,37,0.015317739598426828,36,0.010710293966285287
autonomously,1,0.0046074456321415404,54,0.022355619954460774,53,0.017748174322319232
elementally,1,0.0046074456321415404,63,0.026081556613537567,62,0.021474110981396025
haltingly,1,0.0046074456321415404,36,0.014903746636307183,35,0.010296301004165643
autobiographically,1,0.0046074456321415404,12,0.004967915545435728,11,0.0003604699132941872
hail,1,0.0046074456321415404,4,0.0016559718484785758,3,-0.002951473783662965
eic,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
electrochemically,1,0.0046074456321415404,21,0.008693852204512523,20,0.004086406572370983
emotera,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
geostrategically,1,0.0046074456321415404,14,0.005795901469675016,13,0.0011884558375334755
avoidably,1,0.0046074456321415404,16,0.006623887393914303,15,0.002016441761772763
skin-crawlingly,1,0.0046074456321415404,36,0.014903746636307183,35,0.010296301004165643
stonily,1,0.0046074456321415404,25,0.010349824052991098,24,0.005742378420849558
geomagnetically,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
six-months,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
stricly,1,0.0046074456321415404,19,0.007865866280273236,18,0.0032584206481316956
availably,1,0.0046074456321415404,4,0.0016559718484785758,3,-0.002951473783662965
haphazardly,1,0.0046074456321415404,65,0.026909542537776856,64,0.022302096905635317
awe,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
sinlessly,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
stonkingly,1,0.0046074456321415404,21,0.008693852204512523,20,0.004086406572370983
gett,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
skimpily,1,0.0046074456321415404,5,0.0020699648105982197,4,-0.0025374808215433207
sky,1,0.0046074456321415404,4,0.0016559718484785758,3,-0.002951473783662965
edubirdie,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
pricelessly,1,0.0046074456321415404,35,0.01448975367418754,34,0.009882308042046
quarterly,1,0.0046074456321415404,25,0.010349824052991098,24,0.005742378420849558
slackly,1,0.0046074456321415404,7,0.002897950734837508,6,-0.0017094948973040325
geophysically,1,0.0046074456321415404,14,0.005795901469675016,13,0.0011884558375334755
skid,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
handly,1,0.0046074456321415404,6,0.002483957772717864,5,-0.0021234878594236766
skantily,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
gf,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
streamed,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
girls,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
bee,1,0.0046074456321415404,8,0.0033119436969571516,7,-0.0012955019351843888
becomingly,1,0.0046074456321415404,21,0.008693852204512523,20,0.004086406572370983
sole,1,0.0046074456321415404,10,0.004139929621196439,9,-0.000467516010945101
because,1,0.0046074456321415404,65,0.026909542537776856,64,0.022302096905635317
soley,1,0.0046074456321415404,9,0.0037259366590767957,8,-0.0008815089730647447
solidarily,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
haha,1,0.0046074456321415404,28,0.011591802939350032,27,0.006984357307208491
glancingly,1,0.0046074456321415404,21,0.008693852204512523,20,0.004086406572370983
glassy,1,0.0046074456321415404,6,0.002483957772717864,5,-0.0021234878594236766
engrossingly,1,0.0046074456321415404,60,0.02483957772717864,59,0.020232132095037096
emerald,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
streak,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
english,1,0.0046074456321415404,5,0.0020699648105982197,4,-0.0025374808215433207
elastic-perfectly,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
handicapped,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
elan,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
sizey,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
strappingly,1,0.0046074456321415404,5,0.0020699648105982197,4,-0.0025374808215433207
girlishly,1,0.0046074456321415404,57,0.023597598840819706,56,0.018990153208678168
enharmonically,1,0.0046074456321415404,2,0.0008279859242392879,1,-0.0037794597079022526
avant,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
stress-totally,1,0.0046074456321415404,1,0.00041399296211964395,0,-0.004193452670021897
halfways,1,0.0046074456321415404,6,0.002483957772717864,5,-0.0021234878594236766
en,1,0.0046074456321415404,57,0.023597598840819706,56,0.018990153208678168
electro,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
half-century,1,0.0046074456321415404,3,0.001241978886358932,2,-0.0033654667457826085
autocratically,1,0.0046074456321415404,9,0.0037259366590767957,8,-0.0008815089730647447
enantiomerically,1,0.0046074456321415404,6,0.002483957772717864,5,-0.0021234878594236766
electrifyingly,1,0.0046074456321415404,79,0.03270544400745187,78,0.02809799837531033
stone-cold,1,0.0046074456321415404,12,0.004967915545435728,11,0.0003604699132941872
